Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
11,2019,RP,Adam Morgan,29,3,3,0.5,3.94,40,0,0,0,0,0,29.2,20,14,13,4,10,1,29,3,0,0,120,114,4.33,1.011,6.1,1.2,3.0,8.8,2.9,Left,No
12,2019,,Nick Pivetta,26,4,6,0.4,5.38,30,13,8,1,0,1,93.2,103,64,56,20,39,2,89,4,1,4,421,83,5.47,1.516,9.9,1.9,3.7,8.6,2.28,Right,No
13,2019,,Jerad Eickhoff,28,3,4,0.429,5.71,12,10,1,0,0,1,58.1,58,37,37,18,18,0,51,2,0,0,245,78,6.51,1.303,8.9,2.8,2.8,7.9,2.83,Right,No
14,2019,,Cole Irvin,25,2,1,0.667,5.83,16,3,1,0,0,1,41.2,45,28,27,7,13,1,31,3,0,1,181,77,5.06,1.392,9.7,1.5,2.8,6.7,2.38,Left,No
15,2019,,Edgar García,22,2,0,1.0,5.77,37,0,9,0,0,0,39.0,38,25,25,11,26,2,45,0,0,4,172,78,6.57,1.641,8.8,2.5,6.0,10.4,1.73,Right,No
16,2019,,Mike Morin,28,1,3,0.25,5.79,29,0,3,0,0,0,28.0,26,18,18,3,8,0,15,2,0,2,118,78,4.61,1.214,8.4,1.0,2.6,4.8,1.88,Right,No
17,2019,,Blake Parker,34,2,1,0.667,5.04,23,2,2,0,0,0,25.0,19,14,14,6,6,0,31,1,0,0,98,89,4.69,1.0,6.8,2.2,2.2,11.2,5.17,Right,No
18,2019,,Seranthony Domínguez,24,3,0,1.0,4.01,27,0,2,0,0,0,24.2,24,13,11,3,12,0,29,1,0,1,110,112,4.02,1.459,8.8,1.1,4.4,10.6,2.42,Right,No
19,2019,,Jared Hughes,33,2,1,0.667,3.91,25,0,1,0,0,0,23.0,16,10,10,7,8,1,20,0,0,1,90,115,6.47,1.043,6.3,2.7,3.1,7.8,2.5,Right,No
20,2019,,Austin Davis,26,0,0,0.0,6.53,14,0,7,0,0,0,20.2,22,15,15,6,14,1,24,3,0,0,98,69,7.13,1.742,9.6,2.6,6.1,10.5,1.71,Left,No
21,2019,,J.D. Hammer,24,1,0,1.0,3.79,20,0,7,0,0,0,19.0,15,8,8,2,12,0,13,0,0,1,81,119,5.11,1.421,7.1,0.9,5.7,6.2,1.08,Right,No
22,2019,,Pat Neshek,38,0,1,0.0,5.0,20,0,6,0,0,3,18.0,23,11,10,5,2,0,9,0,0,0,79,90,6.16,1.389,11.5,2.5,1.0,4.5,4.5,Right,No
23,2019,,Edubray Ramos,26,1,0,1.0,5.4,20,0,6,0,0,0,15.0,19,10,9,5,7,1,11,1,0,3,69,84,7.68,1.733,11.4,3.0,4.2,6.6,1.57,Right,No
24,2019,,Nick Vincent,32,1,2,0.333,1.93,14,0,4,0,0,0,14.0,11,3,3,1,4,1,17,1,0,0,56,236,2.79,1.071,7.1,0.6,2.6,10.9,4.25,Right,No
25,2019,,Enyel De Los Santos,23,0,1,0.0,7.36,5,1,3,0,0,0,11.0,13,9,9,4,5,0,9,0,1,1,46,62,7.67,1.636,10.6,3.3,4.1,7.4,1.8,Right,No
26,2019,,David Robertson,34,0,1,0.0,5.4,7,0,3,0,0,0,6.2,8,4,4,1,6,0,6,0,0,0,33,86,6.06,2.1,10.8,1.4,8.1,8.1,1.0,Right,No
27,2019,,Drew Anderson,25,0,0,0.0,7.5,2,0,1,0,0,0,6.0,6,5,5,1,6,2,6,0,0,0,30,63,6.38,2.0,9.0,1.5,9.0,9.0,1.0,Right,No
28,2019,,Tommy Hunter,32,0,0,0.0,0.0,5,0,1,0,0,0,5.1,2,0,0,0,0,0,5,0,0,0,18,0,1.34,0.375,3.4,0.0,0.0,8.4,0.0,Right,No
29,2019,,Víctor Arano,24,1,0,1.0,3.86,3,0,1,0,0,0,4.2,2,2,2,1,2,0,7,0,0,0,16,124,4.29,0.857,3.9,1.9,3.9,13.5,3.5,Right,No
30,2019,,Roman Quinn,26,0,1,0.0,8.1,2,0,2,0,0,0,3.1,7,3,3,0,3,1,1,0,0,0,19,60,5.31,3.0,18.9,0.0,8.1,2.7,0.33,Right,No
31,2019,,Fernando Salas,34,0,0,0.0,6.75,3,0,2,0,0,0,2.2,8,2,2,1,0,0,3,0,0,0,15,74,5.84,3.0,27.0,3.4,0.0,10.1,0.0,Right,No
32,2019,,Yacksel Ríos,26,0,0,0.0,13.5,4,0,3,0,0,0,2.2,6,7,4,2,3,0,2,1,1,1,19,37,15.96,3.375,20.3,6.8,10.1,6.8,0.67,Right,No
33,2019,,Sean Rodríguez,34,0,0,0.0,0.0,2,0,2,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,4,0,1.71,0.0,0.0,0.0,0.0,6.8,0.0,Right,No
34,2019,,Aaron Altherr,28,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,0,0,0,2,0,0,0,5,66,-0.79,2.0,18.0,0.0,0.0,18.0,0.0,Right,No
1,2018,SP,Aaron Nola,25,17,6,0.739,2.37,33,33,0,0,0,0,212.1,149,57,56,17,58,3,224,7,1,4,831,173,3.01,0.975,6.3,0.7,2.5,9.5,3.86,Right,No
2,2018,SP,Jake Arrieta,32,10,11,0.476,3.96,31,31,0,0,0,0,172.2,165,93,76,21,57,0,138,7,1,11,724,104,4.25,1.286,8.6,1.1,3.0,7.2,2.42,Right,No
3,2018,SP,Nick Pivetta,25,7,14,0.333,4.77,33,32,1,0,0,0,164.0,163,91,87,24,51,0,188,5,0,8,694,86,3.79,1.305,8.9,1.3,2.8,10.3,3.69,Right,No
4,2018,SP,Vince Velasquez,26,9,12,0.429,4.85,31,30,1,0,0,0,146.2,138,83,79,16,59,1,161,8,0,9,630,85,3.75,1.343,8.5,1.0,3.6,9.9,2.73,Right,No
5,2018,SP,Zach Eflin,24,11,8,0.579,4.36,24,24,0,0,0,0,128.0,130,69,62,16,37,4,123,3,0,4,548,95,3.8,1.305,9.1,1.1,2.6,8.6,3.32,Right,No
6,2018,CL,Seranthony Domínguez,23,2,5,0.286,2.95,53,0,24,0,0,16,58.0,32,19,19,4,22,2,74,4,0,10,231,140,2.85,0.931,5.0,0.6,3.4,11.5,3.36,Right,No
7,2018,RP,Tommy Hunter,31,5,4,0.556,3.8,65,0,10,0,0,4,64.0,65,28,27,6,15,1,51,3,0,1,270,109,3.63,1.25,9.1,0.8,2.1,7.2,3.4,Right,No
8,2018,RP,Víctor Arano,23,1,2,0.333,2.73,60,0,14,0,0,3,59.1,54,19,18,6,17,4,60,1,0,1,246,151,3.36,1.197,8.2,0.9,2.6,9.1,3.53,Right,No
9,2018,RP,Adam Morgan,28,0,2,0.0,3.83,67,0,9,0,0,1,49.1,49,25,21,5,22,3,50,0,1,3,214,108,3.79,1.439,8.9,0.9,4.0,9.1,2.27,Left,No
10,2018,RP,Luis García,31,3,1,0.75,6.07,59,0,7,0,0,1,46.0,49,31,31,4,18,1,51,4,0,7,204,68,3.51,1.457,9.6,0.8,3.5,10.0,2.83,Right,No
11,2018,,Hector Neris,29,1,3,0.25,5.1,53,0,28,0,0,11,47.2,46,27,27,11,16,1,76,1,0,5,203,81,4.04,1.301,8.7,2.1,3.0,14.3,4.75,Right,No
12,2018,,Edubray Ramos,25,3,1,0.75,2.32,52,0,10,0,0,1,42.2,34,14,11,4,15,2,42,1,0,4,174,179,3.54,1.148,7.2,0.8,3.2,8.9,2.8,Right,No
13,2018,,Yacksel Ríos,25,3,2,0.6,6.75,36,0,10,0,0,0,36.0,43,28,27,6,15,2,36,2,1,2,165,62,4.74,1.611,10.8,1.5,3.8,9.0,2.4,Right,No
14,2018,,Austin Davis,25,1,2,0.333,4.15,32,0,10,0,0,0,34.2,35,20,16,4,12,1,38,2,1,4,151,100,3.68,1.356,9.1,1.0,3.1,9.9,3.17,Left,No
15,2018,,Pat Neshek,37,3,2,0.6,2.59,30,0,8,0,0,5,24.1,23,9,7,2,5,1,15,0,0,1,101,161,3.61,1.151,8.5,0.7,1.8,5.5,3.0,Right,No
16,2018,,Ben Lively,26,0,2,0.0,6.85,5,5,0,0,0,0,23.2,34,18,18,4,10,1,22,3,0,0,115,61,5.15,1.859,12.9,1.5,3.8,8.4,2.2,Right,No
17,2018,,Drew Hutchison,27,1,1,0.5,4.64,11,0,6,0,0,0,21.1,21,11,11,4,13,0,19,1,0,4,94,90,5.79,1.594,8.9,1.7,5.5,8.0,1.46,Right,No
18,2018,,Enyel De Los Santos,22,1,0,1.0,4.74,7,2,2,0,0,0,19.0,19,10,10,2,8,0,15,1,0,1,81,88,4.37,1.421,9.0,0.9,3.8,7.1,1.88,Right,No
19,2018,,Mark Leiter Jr.,27,0,1,0.0,5.4,12,0,2,0,0,0,16.2,22,17,10,5,8,2,13,1,0,0,84,78,7.12,1.8,11.9,2.7,4.3,7.0,1.63,Right,No
20,2018,,Jake Thompson,24,1,0,1.0,4.96,9,0,6,0,0,2,16.1,14,10,9,1,11,2,14,0,0,1,76,85,4.26,1.531,7.7,0.6,6.1,7.7,1.27,Right,No
21,2018,,Ranger Suárez,22,1,1,0.5,5.4,4,3,0,0,0,0,15.0,21,14,9,3,6,1,11,0,1,0,69,78,5.49,1.8,12.6,1.8,3.6,6.6,1.83,Left,No
22,2018,,Drew Anderson,24,0,1,0.0,4.97,5,1,1,0,0,0,12.2,17,7,7,0,2,0,11,2,0,0,59,85,2.37,1.5,12.1,0.0,1.4,7.8,5.5,Right,No
23,2018,,Zac Curtis,25,0,0,0.0,1.86,7,0,4,0,0,0,9.2,6,2,2,0,10,1,10,1,0,0,44,229,4.5,1.655,5.6,0.0,9.3,9.3,1.0,Left,No
24,2018,,Luis Avilán,28,0,0,0.0,3.18,12,0,1,0,0,0,5.2,4,2,2,1,4,1,5,0,0,0,25,138,5.81,1.412,6.4,1.6,6.4,7.9,1.25,Left,No
25,2018,,Jerad Eickhoff,27,0,1,0.0,6.75,3,1,1,0,0,0,5.1,10,4,4,1,0,0,11,0,0,0,26,65,1.47,1.875,16.9,1.7,0.0,18.6,0.0,Right,No
26,2018,,Hoby Milner,27,0,0,0.0,7.71,10,0,2,0,0,0,4.2,6,4,4,1,3,1,4,1,1,0,25,58,6.8,1.929,11.6,1.9,5.8,7.7,1.33,Left,No
27,2018,,Aaron Loup,30,0,0,0.0,4.5,9,0,1,0,0,0,4.0,4,2,2,0,1,0,2,1,0,0,17,100,3.66,1.25,9.0,0.0,2.3,4.5,2.0,Left,No
28,2018,,Pedro Florimón,31,0,0,0.0,9.0,2,0,2,0,0,0,2.0,1,2,2,1,1,0,0,0,0,0,8,54,11.16,1.0,4.5,4.5,4.5,0.0,0.0,Right,No
29,2018,,Roman Quinn,25,0,0,0.0,37.8,1,0,0,0,0,0,1.2,6,7,7,1,2,0,0,1,0,1,14,13,16.36,4.8,32.4,5.4,10.8,0.0,0.0,Right,No
30,2018,,Scott Kingery,24,0,0,0.0,13.5,1,0,1,0,0,0,1.1,4,2,2,0,0,0,0,0,0,0,8,39,3.16,3.0,27.0,0.0,0.0,0.0,0.0,Right,No
31,2018,,Jesmuel Valentín,24,0,0,0.0,27.0,1,0,1,0,0,0,1.0,2,3,3,1,2,0,1,0,0,0,7,21,20.16,4.0,18.0,9.0,18.0,9.0,0.5,Right,No
1,2017,SP,Aaron Nola,24,12,11,0.522,3.54,27,27,0,0,0,0,168.0,154,67,66,18,49,2,184,2,0,1,693,122,3.27,1.208,8.3,1.0,2.6,9.9,3.76,Right,No
2,2017,SP,Nick Pivetta,24,8,10,0.444,6.02,26,26,0,0,0,0,133.0,144,91,89,25,57,0,140,4,2,11,584,72,4.87,1.511,9.7,1.7,3.9,9.5,2.46,Right,No
3,2017,SP,Jerad Eickhoff,26,4,8,0.333,4.71,24,24,0,0,0,0,128.0,142,74,67,16,53,4,118,5,1,6,576,91,4.3,1.523,10.0,1.1,3.7,8.3,2.23,Right,No
4,2017,SP,Jeremy Hellickson,30,6,5,0.545,4.73,20,20,0,0,0,0,112.1,111,62,59,22,30,2,65,6,1,3,472,91,5.51,1.255,8.9,1.8,2.4,5.2,2.17,Right,No
5,2017,SP,Ben Lively,25,4,7,0.364,4.26,15,15,0,1,0,0,88.2,90,45,42,13,24,1,52,8,1,1,372,101,4.97,1.286,9.1,1.3,2.4,5.3,2.17,Right,No
6,2017,SP,Vince Velasquez,25,2,7,0.222,5.13,15,15,0,0,0,0,72.0,74,44,41,15,34,1,68,3,1,2,315,84,5.52,1.5,9.3,1.9,4.3,8.5,2.0,Right,No
7,2017,CL,Hector Neris,28,4,5,0.444,3.01,74,0,56,0,0,26,74.2,68,26,25,9,26,3,86,6,1,2,320,143,3.71,1.259,8.2,1.1,3.1,10.4,3.31,Right,No
8,2017,RP,Luis García,30,2,5,0.286,2.65,66,0,16,0,0,2,71.1,61,22,21,3,26,5,60,0,0,9,295,163,3.12,1.22,7.7,0.4,3.3,7.6,2.31,Right,No
9,2017,RP,Edubray Ramos,24,2,7,0.222,4.21,59,0,18,0,0,0,57.2,57,29,27,4,28,3,75,0,1,5,256,103,2.92,1.474,8.9,0.6,4.4,11.7,2.68,Right,No
10,2017,RP,Joaquín Benoit,39,1,4,0.2,4.07,44,0,12,0,0,2,42.0,32,19,19,5,16,1,43,0,0,0,171,106,3.8,1.143,6.9,1.1,3.4,9.2,2.69,Right,No
11,2017,RP,Pat Neshek,36,3,2,0.6,1.12,43,0,5,0,0,1,40.1,28,5,5,2,5,0,45,0,0,0,148,389,1.94,0.818,6.2,0.4,1.1,10.0,9.0,Right,No
12,2017,,Mark Leiter Jr.,26,3,6,0.333,4.96,27,11,5,0,0,0,90.2,90,59,50,18,31,2,84,7,0,3,395,87,5.14,1.335,8.9,1.8,3.1,8.3,2.71,Right,No
13,2017,,Zach Eflin,23,1,5,0.167,6.16,11,11,0,0,0,0,64.1,79,45,44,16,12,0,35,5,0,2,280,70,6.1,1.415,11.1,2.2,1.7,4.9,2.92,Right,No
14,2017,,Adam Morgan,27,3,3,0.5,4.12,37,0,6,0,0,0,54.2,51,25,25,10,18,2,63,0,0,1,229,105,4.22,1.262,8.4,1.6,3.0,10.4,3.5,Left,No
15,2017,,Jake Thompson,23,3,2,0.6,3.88,11,8,1,0,0,0,46.1,50,27,20,9,22,0,35,5,0,1,210,111,5.92,1.554,9.7,1.7,4.3,6.8,1.59,Right,No
16,2017,,Hoby Milner,26,0,0,0.0,2.01,37,0,5,0,0,0,31.1,30,7,7,2,16,3,22,4,0,0,139,216,4.5,1.468,8.6,0.6,4.6,6.3,1.38,Left,No
17,2017,,Ricardo Pinto,23,1,2,0.333,7.89,25,0,6,0,0,0,29.2,39,28,26,7,17,1,25,1,1,1,147,55,6.36,1.888,11.8,2.1,5.2,7.6,1.47,Right,No
18,2017,,Joely Rodríguez,25,1,2,0.333,6.33,26,0,4,0,0,0,27.0,37,26,19,4,15,3,18,4,1,0,134,69,5.86,1.926,12.3,1.3,5.0,6.0,1.2,Left,No
19,2017,,Jeanmar Gómez,29,3,2,0.6,7.25,18,0,12,0,0,2,22.1,31,19,18,7,7,2,21,2,0,1,100,60,6.56,1.701,12.5,2.8,2.8,8.5,3.0,Right,No
20,2017,,Jesen Therrien,24,0,0,0.0,8.35,15,0,1,0,0,0,18.1,24,17,17,5,7,0,10,1,0,0,86,52,6.92,1.691,11.8,2.5,3.4,4.9,1.43,Right,No
21,2017,,Yacksel Ríos,24,1,0,1.0,4.41,13,0,7,0,0,0,16.1,15,8,8,4,9,1,17,0,0,0,73,100,5.91,1.469,8.3,2.2,5.0,9.4,1.89,Right,No
22,2017,,Henderson Alvarez III,27,0,1,0.0,4.3,3,3,0,0,0,0,14.2,14,7,7,2,11,1,6,0,1,0,67,102,6.36,1.705,8.6,1.2,6.8,3.7,0.55,Right,No
23,2017,,Víctor Arano,22,1,0,1.0,1.69,10,0,2,0,0,0,10.2,6,2,2,0,4,0,13,0,0,0,42,263,1.85,0.938,5.1,0.0,3.4,11.0,3.25,Right,No
24,2017,,Clay Buchholz,32,0,1,0.0,12.27,2,2,0,0,0,0,7.1,16,10,10,1,3,0,5,0,0,0,40,37,4.79,2.591,19.6,1.2,3.7,6.1,1.67,Right,No
25,2017,,Casey Fien,33,0,1,0.0,10.5,4,0,2,0,0,0,6.0,14,7,7,2,2,2,4,0,0,0,33,43,7.16,2.667,21.0,3.0,3.0,6.0,2.0,Right,No
26,2017,,Kevin Siegrist,27,0,0,0.0,3.6,7,0,0,0,0,0,5.0,4,2,2,1,2,0,7,0,0,1,21,128,4.16,1.2,7.2,1.8,3.6,12.6,3.5,Left,No
27,2017,,Zac Curtis,24,0,0,0.0,2.45,3,0,1,0,0,0,3.2,3,1,1,0,2,0,4,0,0,0,15,192,2.61,1.364,7.4,0.0,4.9,9.8,2.0,Left,No
28,2017,,Drew Anderson,23,0,0,0.0,23.14,2,0,1,0,0,0,2.1,6,7,6,0,1,0,2,0,0,0,14,21,2.73,3.0,23.1,0.0,3.9,7.7,2.0,Right,No
29,2017,,Juan Nicasio,30,1,0,1.0,0.0,2,0,0,0,0,0,1.1,0,0,0,0,0,0,1,0,0,0,4,0,1.66,0.0,0.0,0.0,0.0,6.8,0.0,Right,No
30,2017,,Pedro Beato,30,0,0,0.0,0.0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0,0.16,0.0,0.0,0.0,0.0,13.5,0.0,Right,No
31,2017,,Andrés Blanco,33,0,0,0.0,27.0,1,0,1,0,0,0,0.1,1,1,1,1,0,0,0,0,0,0,2,33,42.16,3.0,27.0,27.0,0.0,0.0,0.0,Right,No
1,2016,SP,Jerad Eickhoff,25,11,14,0.44,3.65,33,33,0,0,0,0,197.1,187,88,80,30,42,2,167,8,2,6,811,115,4.19,1.16,8.5,1.4,1.9,7.6,3.98,Right,No
2,2016,SP,Jeremy Hellickson,29,12,10,0.545,3.71,32,32,0,1,1,0,189.0,173,86,78,24,45,0,154,6,1,6,772,113,3.98,1.153,8.2,1.1,2.1,7.3,3.42,Right,No
3,2016,SP,Vince Velasquez,24,8,6,0.571,4.12,24,24,0,1,1,0,131.0,129,64,60,21,45,1,152,1,0,3,551,101,3.96,1.328,8.9,1.4,3.1,10.4,3.38,Right,No
4,2016,SP,Adam Morgan,26,2,11,0.154,6.04,23,21,1,0,0,0,113.1,141,81,76,23,29,3,95,4,0,2,507,69,4.98,1.5,11.2,1.8,2.3,7.5,3.28,Left,No
5,2016,SP,Aaron Nola,23,6,9,0.4,4.78,20,20,0,0,0,0,111.0,116,68,59,10,29,3,121,6,0,2,483,87,3.08,1.306,9.4,0.8,2.4,9.8,4.17,Right,No
6,2016,SP,Zach Eflin,22,3,5,0.375,5.54,11,11,0,2,1,0,63.1,67,42,39,12,17,1,31,1,0,1,272,76,5.48,1.326,9.5,1.7,2.4,4.4,1.82,Right,No
7,2016,CL,Jeanmar Gómez,28,3,5,0.375,4.85,70,0,59,0,0,37,68.2,78,38,37,6,22,2,47,2,0,3,297,86,3.96,1.456,10.2,0.8,2.9,6.2,2.14,Right,No
8,2016,RP,Hector Neris,27,4,4,0.5,2.58,79,0,13,0,0,2,80.1,59,26,23,9,30,3,102,3,1,4,328,163,3.3,1.108,6.6,1.0,3.4,11.4,3.4,Right,No
9,2016,RP,David Hernandez,31,3,4,0.429,3.84,70,0,16,0,0,1,72.2,77,31,31,11,32,5,80,2,0,6,322,109,4.32,1.5,9.5,1.4,4.0,9.9,2.5,Right,No
10,2016,RP,Edubray Ramos,23,1,3,0.25,3.83,42,0,6,0,0,0,40.0,36,18,17,5,11,1,40,0,1,1,160,110,3.6,1.175,8.1,1.1,2.5,9.0,3.64,Right,No
11,2016,RP,Andrew Bailey,32,3,1,0.75,6.4,33,0,4,0,0,0,32.1,32,23,23,6,15,0,33,1,1,2,144,66,5.0,1.454,8.9,1.7,4.2,9.2,2.2,Right,No
12,2016,,Jake Thompson,22,3,6,0.333,5.7,10,10,0,0,0,0,53.2,53,34,34,10,28,1,32,4,0,4,237,74,6.16,1.509,8.9,1.7,4.7,5.4,1.14,Right,No
13,2016,,Brett Oberholtzer,26,2,2,0.5,4.83,26,0,10,0,0,1,50.1,58,28,27,11,20,0,38,0,0,1,226,87,5.67,1.55,10.4,2.0,3.6,6.8,1.9,Left,No
14,2016,,Severino González,23,1,2,0.333,5.6,27,0,12,0,0,0,35.1,40,22,22,4,7,1,34,1,1,0,151,75,3.37,1.33,10.2,1.0,1.8,8.7,4.86,Right,No
15,2016,,Colton Murray,26,1,1,0.5,6.25,24,0,4,0,0,0,31.2,34,22,22,6,13,1,31,2,0,5,142,67,5.07,1.484,9.7,1.7,3.7,8.8,2.38,Right,No
16,2016,,Alec Asher,24,2,1,0.667,2.28,5,5,0,0,0,0,27.2,22,11,7,1,4,0,13,2,0,0,111,186,3.33,0.94,7.2,0.3,1.3,4.2,3.25,Right,No
17,2016,,Elvis Araújo,24,2,1,0.667,5.6,32,0,9,0,0,0,27.1,35,22,17,4,17,2,29,2,1,0,134,76,5.01,1.902,11.5,1.3,5.6,9.5,1.71,Left,No
18,2016,,Michael Mariot,27,1,0,1.0,5.82,25,0,4,0,0,2,21.2,18,14,14,5,14,1,23,0,0,2,95,73,5.96,1.477,7.5,2.1,5.8,9.6,1.64,Right,No
19,2016,,Charlie Morton,32,1,1,0.5,4.15,4,4,0,0,0,0,17.1,15,8,8,1,8,0,19,0,1,1,71,103,3.09,1.327,7.8,0.5,4.2,9.9,2.38,Right,No
20,2016,,Luis García,29,1,1,0.5,6.46,17,0,7,0,0,0,15.1,21,11,11,2,8,1,14,1,0,2,76,66,4.78,1.891,12.3,1.2,4.7,8.2,1.75,Right,No
21,2016,,Frank Herrmann,32,1,2,0.333,8.4,14,0,4,0,0,0,15.0,20,16,14,7,5,0,14,1,0,3,69,51,8.55,1.667,12.0,4.2,3.0,8.4,2.8,Right,No
22,2016,,Dalier Hinojosa,30,0,1,0.0,3.27,10,0,4,0,0,0,11.0,10,4,4,1,3,0,8,0,0,0,44,132,3.69,1.182,8.2,0.8,2.5,6.5,2.67,Right,No
23,2016,,Phil Klein,27,0,0,0.0,8.44,4,2,0,0,0,0,10.2,15,10,10,0,7,1,7,1,0,0,51,51,4.08,2.063,12.7,0.0,5.9,5.9,1.0,Right,No
24,2016,,Joely Rodríguez,24,0,0,0.0,2.79,12,0,1,0,0,0,9.2,8,3,3,0,4,1,7,1,0,0,39,155,3.25,1.241,7.4,0.0,3.7,6.5,1.75,Left,No
25,2016,,Daniel Stumpf,25,0,0,0.0,10.8,7,0,3,0,0,0,5.0,9,6,6,1,2,0,2,0,0,1,25,41,6.15,2.2,16.2,1.8,3.6,3.6,1.0,Left,No
26,2016,,James Russell,30,0,0,0.0,18.69,7,0,1,0,0,0,4.1,9,9,9,2,5,0,4,0,0,0,27,24,10.76,3.231,18.7,4.2,10.4,8.3,0.8,Left,No
27,2016,,Patrick Schuster,25,0,1,0.0,45.0,6,0,0,0,0,0,2.0,6,11,10,1,4,0,2,2,0,2,19,11,16.65,5.0,27.0,4.5,18.0,9.0,0.5,Left,No
1,2015,SP,Aaron Harang,37,6,15,0.286,4.86,29,29,0,0,0,0,172.1,189,100,93,26,51,3,108,6,0,4,748,79,4.83,1.393,9.9,1.4,2.7,5.6,2.12,Right,No
2,2015,SP,Cole Hamels,31,6,7,0.462,3.64,20,20,0,1,1,0,128.2,113,53,52,12,39,3,137,6,2,7,537,106,3.27,1.181,7.9,0.8,2.7,9.6,3.51,Left,No
3,2015,SP,Jerome Williams,33,4,12,0.25,5.8,33,21,3,0,0,1,121.0,161,83,78,22,34,3,74,5,0,4,553,66,5.24,1.612,12.0,1.6,2.5,5.5,2.18,Right,No
4,2015,SP,Adam Morgan,25,5,7,0.417,4.48,15,15,0,0,0,0,84.1,88,45,42,14,17,0,49,4,1,2,352,86,4.88,1.245,9.4,1.5,1.8,5.2,2.88,Left,No
5,2015,SP,Aaron Nola,22,6,2,0.75,3.59,13,13,0,0,0,0,77.2,74,31,31,11,19,1,68,2,0,0,318,107,4.04,1.197,8.6,1.3,2.2,7.9,3.58,Right,No
6,2015,SP,David Buchanan,26,2,9,0.182,6.99,15,15,0,0,0,0,74.2,109,60,58,12,29,1,44,3,0,2,351,55,5.33,1.848,13.1,1.4,3.5,5.3,1.52,Right,No
7,2015,CL,Jonathan Papelbon,34,2,1,0.667,1.59,37,0,34,0,0,17,39.2,31,9,7,3,8,1,40,4,0,0,161,244,3.01,0.983,7.0,0.7,1.8,9.1,5.0,Right,No
8,2015,RP,Justin De Fratus,27,0,2,0.0,5.51,61,0,16,0,0,0,80.0,92,52,49,9,32,2,68,5,0,7,362,70,4.28,1.55,10.4,1.0,3.6,7.7,2.13,Right,No
9,2015,RP,Jeanmar Gómez,27,2,3,0.4,3.01,65,0,21,0,0,0,74.2,82,28,25,4,17,4,50,2,0,3,319,128,3.25,1.326,9.9,0.5,2.0,6.0,2.94,Right,No
10,2015,RP,Ken Giles,24,6,3,0.667,1.8,69,0,28,0,0,15,70.0,59,23,14,2,25,2,87,1,0,1,298,214,2.13,1.2,7.6,0.3,3.2,11.2,3.48,Right,No
11,2015,RP,Luis García,28,4,6,0.4,3.51,72,0,14,0,0,2,66.2,72,28,26,4,37,8,63,0,1,6,304,110,3.69,1.635,9.7,0.5,5.0,8.5,1.7,Right,No
12,2015,,Sean O'Sullivan,27,1,6,0.143,6.08,13,13,0,0,0,0,71.0,94,49,48,16,20,5,35,6,0,3,328,63,6.18,1.606,11.9,2.0,2.5,4.4,1.75,Right,No
13,2015,,Jerad Eickhoff,24,3,3,0.5,2.65,8,8,0,0,0,0,51.0,40,16,15,5,13,0,49,0,0,1,203,146,3.25,1.039,7.1,0.9,2.3,8.6,3.77,Right,No
14,2015,,Hector Neris,26,2,2,0.5,3.79,32,0,8,0,0,0,40.1,38,19,17,8,10,0,41,4,0,3,170,102,4.72,1.19,8.5,1.8,2.2,9.1,4.1,Right,No
15,2015,,Chad Billingsley,30,2,3,0.4,5.84,7,7,0,0,0,0,37.0,53,26,24,5,8,0,15,1,0,2,165,66,4.81,1.649,12.9,1.2,1.9,3.6,1.88,Right,No
16,2015,,Jake Diekman,28,2,1,0.667,5.15,41,0,6,0,0,0,36.2,40,23,21,3,24,0,49,2,0,1,175,75,3.65,1.745,9.8,0.7,5.9,12.0,2.04,Left,No
17,2015,,Elvis Araújo,23,2,1,0.667,3.38,40,0,5,0,0,0,34.2,29,17,13,1,19,1,34,0,0,2,151,115,3.19,1.385,7.5,0.3,4.9,8.8,1.79,Left,No
18,2015,,Severino González,22,3,3,0.5,7.92,7,7,0,0,0,0,30.2,44,27,27,5,7,0,28,4,1,0,143,49,4.5,1.663,12.9,1.5,2.1,8.2,4.0,Right,No
19,2015,,Alec Asher,23,0,6,0.0,9.31,7,7,0,0,0,0,29.0,42,30,30,8,10,0,16,1,2,2,138,42,6.75,1.793,13.0,2.5,3.1,5.0,1.6,Right,No
20,2015,,Dustin McGowan,33,1,2,0.333,6.94,14,1,3,0,0,0,23.1,29,21,18,7,20,1,21,0,0,1,118,56,7.81,2.1,11.2,2.7,7.7,8.1,1.05,Right,No
